paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
51,2026-06-05,VLM-Guided Group Preference Alignment for Diffusion-based Human Mesh Recovery,"Wenhao Shen, Hao Wang, Wanqi Yin et al.",Wenhao Shen; Hao Wang; Wanqi Yin; Fayao Liu; Xulei Yang; Chao Liang; Zhongang Cai; Guosheng Lin,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,alignment; mesh recovery,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Shen_VLM-Guided_Group_Preference_Alignment_for_Diffusion-based_Human_Mesh_Recovery_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shen_VLM-Guided_Group_Preference_Alignment_for_Diffusion-based_Human_Mesh_Recovery_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19180,"Human mesh recovery (HMR) from a single RGB image is inherently ambiguous, as multiple 3D poses can correspond to the same 2D observation. Recent diffusion-based methods tackle this by generating various hypotheses, but often sacrifice accuracy. They yield predictions that are either physically implausible or drift from the input image, especially under occlusion or in cluttered, in-the-wild scenes. To address this, we introduce a dual-memory augmented HMR critique agent with self-reflection to produce context-aware quality scores for predicted meshes. These scores distill fine-grained cues about 3D human motion structure, physical feasibility, and alignment with the input image. We use these scores to build a group-wise HMR preference dataset. Leveraging this dataset, we propose a group preference alignment framework for finetuning diffusion-based HMR models. This process injects the rich preference signals into the model, guiding it to generate more physically plausible and image-consistent human meshes. Extensive experiments demonstrate that our method achieves superior performance compared to state-of-the-art approaches."
91,2026-06-05,Polarization State Tracing for Reflection Removal and Color-Consistent Reconstruction,"Dongyue Wang, Yang Lu, Jiandong Tian",Dongyue Wang; Yang Lu; Jiandong Tian,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,reflection removal,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Polarization_State_Tracing_for_Reflection_Removal_and_Color-Consistent_Reconstruction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Polarization_State_Tracing_for_Reflection_Removal_and_Color-Consistent_Reconstruction_CVPR_2026_paper.pdf,,"Colored glass is widely used in everyday settings, yet its reflective and absorptive properties often introduce ghost shadows and color bias in captured images. However, existing methods typically neglect the absorption issue, making it difficult to address color bias caused by colored glass. To address this, we are the first to apply polarization imaging theory to model the light transmission process within glass. Specifically, we propose a novel imaging model, the Polarization State Tracing Model (PSTM), which traces polarized light along multiple propagation paths and accounts for wavelength-selective absorption, enabling joint reflection removal and color-consistent reconstruction. Guided by PSTM, we design a Channel Ring Attention (CRA) mechanism to efficiently capture inter-angle polarization dependencies and enhance feature interaction across polarization channels, ensuring physically consistent recovery. Besides, the recovered polarization information can be directly applied to advanced downstream tasks, such as Shape-from-Polarization (SfP). We construct a real-world dataset, GlassPol, containing a wide range of glass materials, enabling testing under diverse optical conditions. Extensive experiments show that our method outperforms existing state-of-the-art methods, achieving up to a 3dB improvement in PSNR, establishing a new benchmark for polarized reflection removal."
92,2026-06-05,PPISP: Physically-Plausible Compensation and Control of Photometric Variations in Radiance Field Reconstruction,"Isaac Deutsch, Nicolas Moënne-Loccoz, Gavriel State et al.",Isaac Deutsch; Nicolas Moënne-Loccoz; Gavriel State; Zan Gojcic,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Deutsch_PPISP_Physically-Plausible_Compensation_and_Control_of_Photometric_Variations_in_Radiance_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Deutsch_PPISP_Physically-Plausible_Compensation_and_Control_of_Photometric_Variations_in_Radiance_CVPR_2026_paper.pdf,,"Multi-view 3D reconstruction methods remain highly sensitive to photometric inconsistencies arising from camera optical characteristics and variations in image signal processing (ISP). Existing mitigation strategies such as per-frame latent variables or affine color corrections lack physical grounding and generalize poorly to novel views. We propose the Physically-Plausible ISP (PPISP) correction module, which disentangles camera-intrinsic and capture-dependent effects through physically based and interpretable transformations. A dedicated PPISP controller, trained on the input views, predicts ISP parameters for novel viewpoints, analogous to auto exposure and auto white balance in real cameras. This design enables realistic and fair evaluation on novel views without access to ground-truth images. PPISP achieves SotA performance on standard benchmarks, while providing intuitive control and supporting the integration of metadata when available. The source code is available at: https://github.com/nv-tlabs/ppisp"
94,2026-06-05,Multi-level Causal LLM-based Text-to-Motion Generation with Human Alignment,"Xiaodong Chen, Qian Bao, Xudong Liu et al.",Xiaodong Chen; Qian Bao; Xudong Liu; Jianping Fang; Jintao Fang; Yongdong Zhang; Tao Mei; Wu Liu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,alignment; text-to-motion,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Multi-level_Causal_LLM-based_Text-to-Motion_Generation_with_Human_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Multi-level_Causal_LLM-based_Text-to-Motion_Generation_with_Human_Alignment_CVPR_2026_paper.pdf,,"Although progress has been made in LLM-based text-driven motion generation, it still has the limitations of generating fine-grained and semantically consistent motions. These limitations stem from: 1) fine-grained motion quantization errors; 2) mismatches between causal reasoning language and non-causal motion representation; and 3) lack of human preference alignment. To solve them, this paper proposes MoTiGA, a multi-level causal LLM-based text-to-motion generation framework with human alignment. Firstly, MoTiGA employs Causal RVQ-VAE for multi-level causal fine-grained motion representation, then explores iterative residual quantization and causal convolutions to reduce fine-grained motion quantization errors, while preserving the causality as language presentation. Furthermore, the framework incorporates a time-lagged causal prediction strategy, enabling parallel prediction across motion token levels while maintaining temporal dependencies. Finally, to enhance human alignment, we propose Multi-level Hybrid-weighted Preference Optimization (MHPO), which dynamically adjusts semantic similarity weighting and continuous similarity scores. For MHPO, we also release the HumanML3D-R dataset, the first large-scale preference dataset for motion generation, with 101,490 human preference pairs. Evaluations show MoTiGA's superior performance, with an 82.3% FID improvement on HumanML3D and a 64.7% improvement on KIT-ML over other LLM-based methods."
96,2026-06-05,Learning Generalizable 3D Medical Image Representations from Mask-Guided Self-Supervision,"Yunhe Gao, Yabin Zhang, Chong Wang et al.",Yunhe Gao; Yabin Zhang; Chong Wang; Jiaming Liu; Maya Varma; Jean-Benoit Delbrouck; Akshay Chaudhari; Curtis Langlotz,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,mask,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Gao_Learning_Generalizable_3D_Medical_Image_Representations_from_Mask-Guided_Self-Supervision_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_Learning_Generalizable_3D_Medical_Image_Representations_from_Mask-Guided_Self-Supervision_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.13660,"Foundation models have transformed vision and language by learning general-purpose representations from large-scale unlabeled data, yet 3D medical imaging lacks analogous approaches. Existing self-supervised methods rely on low-level reconstruction or contrastive objectives that fail to capture the anatomical semantics critical for medical image analysis, limiting transfer to downstream tasks. We present MASS (MAsk-guided Self-Supervised learning), which treats in-context segmentation as the pretext task for learning general-purpose medical imaging representations. MASS's key insight is that automatically generated class-agnostic masks provide sufficient structural supervision for learning semantically rich representations. By training on thousands of diverse mask proposals spanning anatomical structures and pathological findings, MASS learns what semantically defines medical structures: the holistic combination of appearance, shape, spatial context, and anatomical relationships. We demonstrate effectiveness across data regimes: from small-scale pretraining on individual datasets (20-200 scans) to large-scale multi-modal pretraining on 5K CT, MRI, and PET volumes, all without annotations. MASS demonstrates: (i) few-shot segmentation on novel structures, (ii) matching full supervision with only 20-40% labeled data while outperforming self-supervised baselines by over 20 in Dice score in low-data regimes, and (iii) frozen-encoder classification on unseen pathologies that matches full supervised training with thousands of samples. Mask-guided self-supervised pretraining captures broadly generalizable knowledge, opening a path toward 3D medical imaging foundation models without expert annotations. Code is available \href https://github.com/Stanford-AIMI/MASS here ."
103,2026-06-05,JRM: Joint Reconstruction Model for Multiple Objects without Alignment,"Qirui Wu, Yawar Siddiqui, Duncan Frost et al.",Qirui Wu; Yawar Siddiqui; Duncan Frost; Samir Aroudj; Armen Avetisyan; Richard Newcombe; Angel X. Chang; Jakob Engel; Henry Howard-Jenkins,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_JRM_Joint_Reconstruction_Model_for_Multiple_Objects_without_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_JRM_Joint_Reconstruction_Model_for_Multiple_Objects_without_Alignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25985,"Object-centric reconstruction seeks to recover the 3D structure of a scene through composition of independent objects. While this independence can simplify modeling, it discards strong signals that could improve reconstruction, notably repetition where the same object model is seen multiple times in a scene, or across scans. We propose the Joint Reconstruction Model (JRM) to leverage repetition by framing object reconstruction as one of personalized generation: multiple observations share a common subject that should be consistent for all observations, while still adhering to the specific pose and state from each. Prior methods in this direction rely on explicit matching and rigid alignment across observations, making them sensitive to errors and difficult to extend to non-rigid transformations. In contrast, JRM is a 3D flow-matching generative model that implicitly aggregates unaligned observations in its latent space, learning to produce consistent and faithful reconstructions in a data-driven manner without explicit constraints. Evaluations on synthetic and real-world data show that JRM's implicit aggregation removes the need for explicit alignment, improves robustness to incorrect associations, and naturally handles non-rigid changes such as articulation. Overall, JRM outperforms both independent and alignment-based baselines in reconstruction quality."
104,2026-06-05,CAPT: Confusion-Aware Prompt Tuning for Reducing Vision-Language Misalignment,"Maoyuan Shao, Yutong Gao, Xinyang Huang et al.",Maoyuan Shao; Yutong Gao; Xinyang Huang; Lijuan Sun; Guoshun Nan; Chuang Zhu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Shao_CAPT_Confusion-Aware_Prompt_Tuning_for_Reducing_Vision-Language_Misalignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shao_CAPT_Confusion-Aware_Prompt_Tuning_for_Reducing_Vision-Language_Misalignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02557,"Vision-language models like CLIP have achieved remarkable progress in cross-modal representation learning, yet suffer from systematic misclassifications among visually and semantically similar categories. We observe that such confusion patterns are not random but persistently occur between specific category pairs, revealing the model's intrinsic bias and limited fine-grained discriminative ability. To address this, we propose CAPT, a Confusion-Aware Prompt Tuning framework that enables models to learn from their own misalignment. Specifically, we construct a Confusion Bank to explicitly model stable confusion relationships across categories and misclassified samples. On this basis, we introduce a Semantic Confusion Miner (SEM) to capture global inter-class confusion through semantic difference and commonality prompts, and a Sample Confusion Miner (SAM) to retrieve representative misclassified instances from the bank and capture sample-level cues through a Diff-Manner Adapter that integrates global and local contexts. To further unify confusion information across different granularities, a Multi-Granularity Difference Expert (MGDE) module is designed to jointly leverage semantic- and sample-level experts for more robust confusion-aware reasoning. Extensive experiments on 11 benchmark datasets demonstrate that our method significantly reduces confusion-induced errors while enhancing the discriminability and generalization of both base and novel classes, successfully resolving 50.72 percent of confusable sample pairs. Code will be released at https://github.com/greatest-gourmet/CAPT."
108,2026-06-05,Synergistic Bleeding Region and Point Detection in Laparoscopic Surgical Videos,"Jialun Pei, Zhangjun Zhou, Diandian Guo et al.",Jialun Pei; Zhangjun Zhou; Diandian Guo; Zhixi Li; Jing Qin; Bo Du; Pheng-Ann Heng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,region; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Pei_Synergistic_Bleeding_Region_and_Point_Detection_in_Laparoscopic_Surgical_Videos_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pei_Synergistic_Bleeding_Region_and_Point_Detection_in_Laparoscopic_Surgical_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.22174,"Intraoperative bleeding in laparoscopic surgery causes rapid obscuration of the operative field to hinder the surgical process and increases the risk of postoperative complications. Intelligent detection of bleeding areas can quantify the blood loss to assist decision-making, while locating bleeding points helps surgeons quickly identify the source of bleeding and achieve hemostasis in time to improve surgical success rates. To fill the benchmark gap, we first construct a real-world laparoscopic surgical bleeding detection dataset, named SurgBlood, comprising 5,330 frames from 95 surgical video clips with bleeding region and point annotations. Accordingly, we develop a dual-task synergistic online detector called BlooDet, enabling simultaneous detection of bleeding regions and points in laparoscopic surgery. The baseline embraces a dual-branch bidirectional guidance design based on Segment Anything Model 2. The mask branch detects bleeding regions through adaptive edge and point prompt embeddings, while the point branch leverages mask memory to induce bleeding point memory modeling and captures point motion direction via inter-frame optical flow. By coupled bidirectional guidance, our framework explores spatial-temporal correlations while exploiting memory modeling to infer current bleeding status. Extensive experiments indicate that our method outperforms 13 counterparts in bleeding detection. Code and data are available at https://github.com/PJLallen/SurgBlood."
114,2026-06-05,Rectifying Latent Space for Generative Single-Image Reflection Removal,"Mingjia Li, Jin Hu, Hainuo Wang et al.",Mingjia Li; Jin Hu; Hainuo Wang; Qiming Hu; Jiarui Wang; Xiaojie Guo,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,reflection removal,人工排除：更接近图像恢复/颜色校正，不作为编辑论文统计；更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Rectifying_Latent_Space_for_Generative_Single-Image_Reflection_Removal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Rectifying_Latent_Space_for_Generative_Single-Image_Reflection_Removal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06358,"Single-image reflection removal is a highly ill-posed problem, where existing methods struggle to reason about the composition of corrupted regions, causing them to fail at recovery and generalization in the wild. This work reframes an editing-purpose latent diffusion model to effectively perceive and process highly ambiguous, layered image inputs, yielding high-quality outputs. We argue that the challenge of this conversion stems from a critical yet overlooked issue, i.e., the latent space of semantic encoders lacks the inherent structure to interpret a composite image as a linear superposition of its constituent layers. Our approach is built on three synergistic components, including a reflection-equivariant VAE that aligns the latent space with the linear physics of reflection formation, a learnable task-specific text embedding for precise guidance that bypasses ambiguous language, and a depth-guided early-branching sampling strategy to harness generative stochasticity for promising results. Extensive experiments reveal that our model achieves new SOTA performance on multiple benchmarks and generalizes well to challenging real-world cases."
122,2026-06-05,NanoSD: Edge Efficient Foundation Model for Real Time Image Restoration,"Subhajit Sanyal, Srinivas Soumitri Miriyala, Akshay Janardan Bankar et al.",Subhajit Sanyal; Srinivas Soumitri Miriyala; Akshay Janardan Bankar; Manjunath Arveti; Sowmya Vajrala; Shreyas Pandith; Sravanth Kodavanti; Abhishek Ameta; Harshit Harshit; Amit Satish Unde,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,restoration,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Sanyal_NanoSD_Edge_Efficient_Foundation_Model_for_Real_Time_Image_Restoration_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sanyal_NanoSD_Edge_Efficient_Foundation_Model_for_Real_Time_Image_Restoration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.09823,"Latent diffusion models such as Stable Diffusion 1.5 offer strong generative priors that are highly valuable for image restoration, yet their full pipelines remain too computationally heavy for deployment on edge devices. Existing lightweight variants predominantly compress the denoising U-Net or reduce the diffusion trajectory, which disrupts the underlying latent manifold and limits generalization beyond a single task. We introduce NanoSD, a family of Pareto-optimal diffusion foundation models distilled from Stable Diffusion 1.5 through network surgery, feature-wise generative distillation, and structured architectural scaling jointly applied to the U-Net and the VAE encoder-decoder. This full-pipeline co-design preserves the generative prior while producing models that occupy distinct operating points along the accuracy-latency-size frontier (e.g., 130M-315M parameters, achieving real-time inference down to 20ms on mobile-class NPUs). We show that parameter reduction alone does not correlate with hardware efficiency, and we provide an analysis revealing how architectural balance, feature routing, and latent-space preservation jointly shape true on-device latency. When used as a drop-in backbone, NanoSD enables state-of-the-art performance across image super-resolution, image deblurring, face restoration, and monocular depth estimation, outperforming prior lightweight diffusion models in both perceptual quality and practical deployability. NanoSD establishes a general-purpose diffusion foundation model family suitable for real-time visual generation and restoration on edge devices."
140,2026-06-05,Residual Diffusion Bridge Model for Image Restoration,"Hebaixu Wang, Jing Zhang, Haoyang Chen et al.",Hebaixu Wang; Jing Zhang; Haoyang Chen; Haonan Guo; Di Wang; Jiayi Ma; Bo Du,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage; cached abstract available for audit,restoration,人工排除：更接近图像恢复/颜色校正，不作为编辑论文统计；更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Residual_Diffusion_Bridge_Model_for_Image_Restoration_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Residual_Diffusion_Bridge_Model_for_Image_Restoration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.23116,"Diffusion bridge models establish probabilistic paths between arbitrary paired distributions and exhibit great potential for universal image restoration. Most existing methods merely treat them as simple variants of stochastic interpolants, lacking a unified analytical perspective. Besides, they indiscriminately reconstruct images through global noise injection and removal, inevitably distorting undegraded regions due to imperfect reconstruction. To address these challenges, we propose the R esidual D iffusion B ridge M odel (RDBM). Specifically, we theoretically reformulate the stochastic differential equations of generalized diffusion bridge and derive the analytical formulas of its forward and reverse processes. Crucially, we leverage the residuals from given distributions to modulate the noise injection and removal, enabling adaptive restoration of degraded regions while preserving intact others. Additionally, we unravel the fundamental mathematical essence of existing bridge models, all of which are special cases of RDBM and empirically demonstrate the optimality of our proposed models. Extensive experiments are conducted to demonstrate the state-of-the-art performance of our method both qualitatively and quantitatively across diverse image restoration tasks. Code is publicly available at https://github.com/MiliLab/RDBM."
